Data;Ora;Luogo;Feriti;Tipo Sinistro;Latitudine;Longitudine
24/03/2022;10:45;VIA NOTARBARTOLO EMANUELE altezza (inters.) VIA LEOPARDI GIACOMO;0;C;38,132974;13,346699
24/03/2022;18:00;VIA BALCH EMILY in prossimit? di via villagrazia;0;C;38,088884;13,351792
24/03/2022;18:30;VIA IANDOLINO LORENZO altezza del civico 86;2;F;38,196364;13,311988
24/03/2022;20:40;VIALE REGIONE SICILIANA altezza BABY LUNA;0;C;38,094182;13,338261
25/03/2022;09:30;VIA VILLAGRAZIA di fronte 111;1;F;38,092044;13,357498
25/03/2022;14:20;VIA DELLA LIBERTA' intersezione PIAZZA MORDINI ANTONIO;0;C;38,129994;13,352181
26/03/2022;02:45;VIA SPADOLINI GIOVANNI altezza del civico 14;0;C;38,170977;13,312473
26/03/2022;08:30;VIA PRINCIPE DI VILLAFRANCA altezza del civico 26;0;C;38,12398;13,352503
26/03/2022;10:45;VIA LUCCHINI FRANCO intersezione VIA LI BASSI GIUSEPPE;1;F;38,100256;13,35304
26/03/2022;12:38;VIA RESTIVO EMPEDOCLE altezza VIA SARDEGNA;0;C;38,146076;13,334839
26/03/2022;12:40;VIA DE SPUCHES GIUSEPPE intersezione con VIA FERRARA FRANCESCO;1;F;38,125312;13,350728
26/03/2022;13:50;VIALE MICHELANGELO altezza del civico 811;1;F;38,137383;13,320373
26/03/2022;14:00;VIA ZAPPALA' GIOVANNI altezza del civico 23;2;F;38,138774;13,335419
26/03/2022;14:20;VIA RE FEDERICO intersezione con VIA JUVARA FILIPPO;1;F;38,120839;13,347443
26/03/2022;15:30;VIA VOLTURNO altezza (inters.) PIAZZA VERDI GIUSEPPE;0;C;38,120253;13,356299
26/03/2022;23:15;FORO UMBERTO I altezza villa giulia;2;F;38,114896;13,37637
27/03/2022;00:00;VIA TASCA LANZA altezza del civico 96/B;0;C;38,112422;13,329333
27/03/2022;00:10;VIA PEREZ FRANCESCO PAOLO intersezione VIA BERGAMO;0;C;38,103579;13,368068
27/03/2022;01:15;VIA PELLICO SILVIO intersezione VIA TOMASI CARDINALE;3;F;38,115087;13,345472
27/03/2022;03:00;VIA ARCHIMEDE altezza (inters.) VIA PIANO DELL'UCCIARDONE;0;C;38,130919;13,360244
27/03/2022;03:00;VIALE REGIONE SICILIANA N.O. altezza del civico 33;1;F;38,139923;13,330305
27/03/2022;04:15;VIA PAPIRETO intersezione con VICOLO DEI PIRRIATURI;2;F;38,115918;13,352687
27/03/2022;07:50;VIALE CASTIGLIA LUIGI intersezione VIA MULINI;3;F;38,115774;13,339503
27/03/2022;08:30;VIA GIACHERY CARLO altezza DISTR. ''ESSO'';1;F;38,135682;13,358599
27/03/2022;13:25;CORSO ALBERTO AMEDEO altezza del civico 126;0;C;38,116451;13,350796
27/03/2022;13:30;VIALE REGIONE SICILIANA N.O. carr. laterale DIREZ. CATANIA;0;C;38,15324;13,32041
27/03/2022;15:00;CORSO TUKORY intersezione con VIA MAGG. PERNI FRANCESCO;4;F;38,109043;13,360519
28/03/2022;01:00;VIA BELGIO altezza del civico 4;1;F;38,150661;13,329567
28/03/2022;03:00;VIA DEGLI EMIRI di fronte al civico 2;0;C;38,116329;13,337067
28/03/2022;11:40;VIA SERPOTTA GIACOMO intersezione VIA LA MANTIA VITO;0;C;38,120004;13,346667
28/03/2022;12:45;VIALE REGIONE SICILIANA N.O. altezza (inters.) VIA SARDEGNA;0;C;38,144399;13,330555
28/03/2022;16:25;VIA SCIUTI GIUSEPPE intersezione con VIA ARIOSTO LUDOVICO;2;F;;
28/03/2022;19:00;VIA DELLA LIBERTA' intersezione con VIA DUCA DELLA VERDURA;2;F;38,13372;13,349803
28/03/2022;21:45;VIA BELGIO altezza del civico 15;1;F;38,151527;13,330755
29/03/2022;08:45;CORSO CALATAFIMI altezza del civico 1057;2;F;38,095883;13,31268
29/03/2022;09:00;VIA NOTARBARTOLO EMANUELE intersezione VIA MORELLO NUNZIO;1;F;38,132356;13,344369
29/03/2022;10:15;VIALE DE GASPERI ALCIDE intersezione PIAZZA FRANCESE MARIO;1;F;38,148516;13,331475
29/03/2022;10:30;VIA BORREMANS GUGLIELMO altezza del civico 36;1;F;38,13301;13,335848
29/03/2022;13:32;PIAZZA INDIPENDENZA intersezione CORSO PISANI PIETRO;0;C;38,109849;13,350701
29/03/2022;17:50;VIA DANTE altezza del civico 54;0;C;38,123798;13,350975
29/03/2022;20:15;VIA NOTARBARTOLO EMANUELE altezza del civico 8;1;F;38,133279;13,348134
29/03/2022;21:00;VIA MALASPINA intersezione con VIA CIMAROSA DOMENICO;1;F;38,12885;13,340159
30/03/2022;08:00;VIA MINUTILLA SALVATORE s.n.c.;0;C;38,167053;13,305068
30/03/2022;11:00;PIAZZA GIOVANNI PAOLO II PAPA altezza del civico 1;0;C;38,152322;13,339221
30/03/2022;11:30;VIA UDITORE intersezione VIA ALEARDI ALEARDO;1;F;38,126976;13,328441
30/03/2022;11:50;VIALE DELLE ALPI altezza del civico 97/C;1;F;38,143365;13,333208
30/03/2022;12:40;VIALE DE GASPERI ALCIDE intersezione con VIALE STRASBURGO;1;F;38,139662;13,331724
30/03/2022;14:20;VIALE XXVII MAGGIO intersezione con VIALE DI VITTORIO GIUSEPPE;2;F;38,096962;13,404485
30/03/2022;17:00;CORSO CALATAFIMI nr. 1033;0;C;38,097574;13,316731
30/03/2022;19:10;VIA ROSSA GUIDO altezza del civico 7/B;0;C;38,082121;13,359162
30/03/2022;20:00;VIA DI MARCO VINCENZO di fronte 39;0;C;38,137039;13,349537
30/03/2022;20:15;VIA ORETO altezza del civico 474;0;C;38,093015;13,37632
30/03/2022;21:15;VIA MESSINA MARINE intersezione con VIALE AMEDEO D'AOSTA;2;F;38,105648;13,388234
30/03/2022;21:30;VIA DANTE nr. 51;0;C;38,12404;13,351927
30/03/2022;21:30;VIA LODI GIUSEPPE altezza del civico 1;0;C;38,079496;13,399269
30/03/2022;21:30;VIA INTERDONATO GIOVANNI altezza del civico 2;0;C;38,079593;13,399471
30/03/2022;21:30;VIA BUONRIPOSO intersezione con LARGO ERCOLE PIETRO;0;C;38,100194;13,373169
30/03/2022;21:30;VIA MONTEPELLEGRINO altezza del civico 149/A;0;C;38,13979;13,358219
30/03/2022;22:30;VIA MESSINA MONTAGNE altezza del civico 1/1;1;F;38,083419;13,426948
30/03/2022;22:50;VIA ORETO intersezione con VIA BERGAMO;0;C;38,103896;13,3691
30/03/2022;23:00;VIALE REGIONE SICILIANA in prossimit? di SVIIN. CERVELLO;1;F;38,157633;13,315037
30/03/2022;23:00;VIA ALTOFONTE altezza del civico 131;0;C;38,064014;13,324133
31/03/2022;02:30;VIALE EURIDICE altezza del civico 7;0;C;38,19238;13,331105
31/03/2022;03:15;VIA MESSINA MARINE altezza del civico 449;0;C;38,099857;13,403481
31/03/2022;06:15;VIA VILLAGRAZIA altezza del civico 164/b;1;F;38,08639;13,346267
31/03/2022;07:45;VIA INGEGNEROS GIUSEPPE di fronte al civico 114;0;C;38,158163;13,3258
31/03/2022;09:00;VIA DELLA LIBERTA' angolo VIA GALLO NICOLO';0;C;38,125654;13,355191
31/03/2022;09:15;VIA BRIGATA AOSTA altezza del civico 21;0;C;38,135565;13,360693
31/03/2022;10:00;VIA RICASOLI intersezione VIA DELLA LIBERTA';0;C;38,127711;13,353923
31/03/2022;10:00;VIA MULE' GIUSEPPE di fronte al civico 34/36;0;C;38,101692;13,331448
31/03/2022;10:30;PIAZZA S.FRANCESCO DI PAOLA di fronte via Carini;0;C;38,121157;13,352965
31/03/2022;10:30;VIALE TEOCRITO altezza del civico 3;0;C;38,116205;13,338216
31/03/2022;11:30;VIA LUALDI ALESSANDRO CARD. altezza del civico 92;0;C;38,152487;13,369439
31/03/2022;13:05;VIALE DELLA RESURREZIONE intersezione PIAZZA MARIA CONSOLATRICE;1;F;38,169772;13,323966
31/03/2022;15:30;VIALE DELLE MAGNOLIE altezza del civico 3;0;C;38,140959;13,340655
31/03/2022;16:05;VIA PERRICONE ENGEL UGO altezza del civico 14;0;C;38,128298;13,311128
31/03/2022;16:20;VIA S.LORENZO altezza del civico 27;1;F;38,158764;13,330457
31/03/2022;17:00;VIA MONTEVERGINI altezza del civico 20;0;C;38,115205;13,35869
31/03/2022;21:40;VIA TRANCHINA GIUSEPPE intersezione VIA LA MALFA UGO;1;F;38,162255;13,314331
01/04/2022;01:45;PIAZZA CRISPI FRANCESCO a mt. .;1;F;38,130327;13,352372
01/04/2022;06:30;CIRCONVALLAZIONE DI MONREALE altezza del km 5  d.f.civ 460;1;F;38,0888;13,303047
01/04/2022;08:10;VIA HOLM ADOLFO altezza del civico 6;0;C;38,125574;13,33198
01/04/2022;08:20;VIA JUVARA ALOISIO altezza del civico 153/155;0;C;38,142078;13,360284
01/04/2022;09:20;VIA CAMPOLO GIOVANNI altezza del civico 50;0;C;38,128679;13,335172
01/04/2022;10:00;VIA LINCOLN intersezione PIAZZA GIULIO CESARE;0;C;38,110796;13,366812
01/04/2022;11:05;VIALE STRASBURGO intersezione con VIA ALDISIO SALVATORE;0;C;38,154877;13,328448
01/04/2022;12:05;VIALE REGIONE SICILIANA N.O. altezza -;0;C;38,167725;13,303333
01/04/2022;14:00;VIA SCIUTI GIUSEPPE intersezione con VIA CESAREO GIOVANNI ALFREDO;2;F;38,13533;13,341501
01/04/2022;14:30;VIA VODIGE altezza (inters.) VIA DELLA LIBERTA';1;F;38,143107;13,343713
01/04/2022;19:10;VIALE REGIONE SICILIANA S.E. altezza trionfante;0;C;38,095498;13,33642
02/04/2022;01:00;VIA GULI' SIMONE COM. intersezione con VIA DEI CANTIERI;0;C;38,13809;13,367255
02/04/2022;03:00;VIALE REGIONE SICILIANA N.O. intersezione VIA LA LOGGIA GAETANO;0;C;38,106569;13,330474
02/04/2022;03:30;VIALE REGIONE SICILIANA N.O. intersezione CORSO CALATAFIMI;0;C;38,103064;13,330244
02/04/2022;03:30;PIAZZA INDIPENDENZA altezza del civico 83;0;C;38,110991;13,349839
02/04/2022;06:00;VIALE REGIONE SICILIANA N.O. altezza Rot. R.Di Salvo;2;F;38,148796;13,326009
02/04/2022;09:00;VIA DELL'ARTIGLIERE altezza bersagliere;1;F;38,146344;13,343199
02/04/2022;11:55;VIA PARTANNA MONDELLO di fronte al civico 39;1;F;38,190232;13,299999
02/04/2022;13:30;VIA EUGENIO L'EMIRO intersezione con VIA AGOSTINO ANTONINO;0;C;38,113954;13,336411
02/04/2022;14:30;VIA CATALANO AGOSTINO altezza del civico 116;0;C;38,104835;13,342274
02/04/2022;18:10;VIALE REGIONE SICILIANA pressi via pollaci;0;C;38,105056;13,330026
02/04/2022;22:55;VIALE LAZIO intersezione VIA ABRUZZI;1;F;38,141538;13,33618
03/04/2022;01:00;VIA BRUNELLESCHI FILIPPO di fronte al civico 46;3;F;38,137181;13,313576
03/04/2022;17:15;VIA ZAPPA GINO altezza del civico 12;1;F;38,178573;13,313271
03/04/2022;20:00;VIA ROSSA GUIDO altezza V G. RUMORE;1;F;38,082577;13,361273
04/04/2022;02:00;VIA MARINUZZI ANTONIO intersezione con VIA MENDOLA;1;F;38,105305;13,365457
04/04/2022;09:00;VIALE STRASBURGO intersezione con VIALE DE GASPERI ALCIDE;0;C;38,149121;13,332952
04/04/2022;11:30;VIA CRISPI FRANCESCO intersezione con PIAZZA DELLA PACE;1;F;38,131605;13,359895
04/04/2022;12:45;VIA DELLO SPIRITO SANTO intersezione con PIAZZA MONTE DI PIETA';1;F;38,117217;13,357386
04/04/2022;14:54;FORO UMBERTO I altezza (inters.) VIA PADRE MESSINA GIOVANNI;0;C;38,113543;13,377635
04/04/2022;17:00;VIA DELLA LIBERTA' intersezione PIAZZA CASTELNUOVO;2;F;38,125023;13,355389
04/04/2022;17:30;VIA BASILE ERNESTO di fronte al civico 94;2;F;38,106058;13,352442
05/04/2022;11:50;VIALE MICHELANGELO altezza del civico 1387;2;F;38,135632;13,315037
05/04/2022;12:30;PIAZZA BOIARDO MATTEO MARIA di fronte ariosto;0;C;38,132989;13,342333
05/04/2022;18:00;VIA BASILE ERNESTO altezza (di fronte);0;C;;
05/04/2022;20:00;VIA S.NICOLA pressi via pv13;0;C;38,181275;13,312632
06/04/2022;07:40;VIA DEI CANTIERI altezza del civico 59;1;F;38,1372;13,363738
06/04/2022;07:40;VIA SICILIANO VILLANUEVA LUIGI intersezione VIA DI CRISTINA GIOVANNI;1;F;38,109894;13,357234
06/04/2022;09:20;VIA DELLA LIBERTA' intersezione VIA CORDOVA FILIPPO;1;F;38,140707;13,345288
06/04/2022;10:20;VIA DUCA DELLA VERDURA intersezione con VIA SAMPOLO;1;F;38,135381;13,356376
06/04/2022;16:00;VIA RAPISARDI MARIO altezza (inters.) VIA TASSO TORQUATO;1;F;38,135628;13,347362
06/04/2022;18:45;VIA SCIUTI GIUSEPPE altezza del civico 138/a;1;F;38,138107;13,339744
06/04/2022;19:30;VIA ROMA intersezione VIA TORINO;1;F;38,111574;13,366088
06/04/2022;19:50;VIALE DE GASPERI ALCIDE intersezione con VIA AUSONIA;1;F;38,149769;13,334625
07/04/2022;04:30;VIA DANTE intersezione VIA PRINCIPE DI VILLAFRANCA;0;C;38,124174;13,352441
07/04/2022;04:40;VIA CALA di fronte al civico 36;2;F;38,119472;13,369431
07/04/2022;12:00;VIA PRINCIPE DI VILLAFRANCA nr. 26;0;C;38,124001;13,352492
07/04/2022;13:00;VIA CAVOUR CAMILLO nr. 72;1;F;38,121604;13,359426
07/04/2022;15:20;LARGO TRAINA CLAUDIO di fronte al civico 1;1;F;38,102399;13,339833
07/04/2022;23:35;VIA GRAVINA AMMIRAGLIO intersezione VIA ROMA;2;F;38,125043;13,358678
08/04/2022;00:50;VIA LI BASSI GIUSEPPE intersezione con VIA LUCCHINI FRANCO;0;M;38,100233;13,352905
08/04/2022;10:00;VIA DANTE altezza del civico 104;0;C;38,12321;13,348525
08/04/2022;12:15;VIA SERGIO PAPA I intersezione con VIA TRIPPODO ONOFRIO;1;F;38,151202;13,370721
08/04/2022;14:30;VIA COSENZ LUIGI intersezione con VIA BERRETTARO BARTOLOMEO;0;C;38,137401;13,306965
08/04/2022;16:50;VIA PADRE GIUSEPPE PUGLISI intersezione con VIA FERRARI ORSI FEDERICO;1;F;38,101771;13,390154
08/04/2022;18:15;VIA PETRALIA SOTTANA intersezione VIA TRAPPETO;0;C;38,115814;13,328538
08/04/2022;20:15;VIA PRINCIPE DI PATERNO' altezza del civico 6;1;F;38,141166;13,344416
08/04/2022;21:45;VIA VANVITELLI LUIGI intersezione VIA FICI VINCENZO;1;F;;
08/04/2022;22:30;VIALE GALILEO GALILEI intersezione con VIA DE SALIBA ANTONIO;1;F;38,133578;13,33366
08/04/2022;22:40;VIA S.LORENZO di fronte al civico 284/A;1;F;38,16461;13,318441
09/04/2022;02:40;VIALE DEL FANTE a mt. 200 case rocca;2;F;38,156669;13,337793
09/04/2022;07:55;VIALE REGIONE SICILIANA S.E. carr. centrale DIR. TP 2146;0;C;38,086824;13,34974
09/04/2022;09:45;PIAZZA EINSTEIN ALBERT intersezione VIALE LEONARDO DA VINCI;0;C;38,128903;13,330329
09/04/2022;17:00;VIALE STRASBURGO altezza 282;2;F;38,163898;13,319313
09/04/2022;23:20;VIA MALASPINA intersezione con VIA BERNABEI ERCOLE;2;F;38,12841;13,340698
10/04/2022;03:00;VIA LANZA DI SCALEA GIUSEPPE altezza ROTATORIA;0;C;38,177533;13,308373
10/04/2022;03:30;VIA LA MALFA UGO di fronte al civico 92;1;F;38,162702;13,313943
10/04/2022;03:40;VIA LA MALFA UGO altezza del civico 28;0;C;38,157968;13,31694
10/04/2022;11:00;VIA LOMBARDIA intersezione con VIALE DELLE MAGNOLIE;0;C;38,14086;13,340433
10/04/2022;13:00;VIA CAMPOLO GIOVANNI altezza (inters.) VIA SERRADIFALCO;0;C;38,129444;13,337929
10/04/2022;13:30;FORO UMBERTO I altezza PORTA DEI GRECI;2;F;38,116106;13,373905
10/04/2022;17:15;VIA BUONRIPOSO intersezione con VIA LA COLLA FRANCESCO;2;F;38,101418;13,373574
10/04/2022;19:15;STRADA PROV. PALERMO-MONREALE nr. 1098;1;F;;
10/04/2022;22:10;VIA MESSINA MARINE di fronte al civico 623;1;F;38,09766;13,415609
11/04/2022;00:50;PIAZZA DEL PARLAMENTO a mt. .;0;C;38,112032;13,354448
11/04/2022;01:15;VIA IMERA intersezione con VIA D'OSSUNA;0;C;38,115364;13,349487
11/04/2022;02:00;VIA GUGLIELMO IL BUONO altezza del civico 161;0;C;38,11774;13,343367
11/04/2022;05:30;VIALE REGIONE SICILIANA N.O. carr. laterale ALT. CIV. 9077;0;C;38,174152;13,297066
11/04/2022;08:10;VIALE MICHELANGELO altezza del civico 1619;1;F;38,134843;13,313177
11/04/2022;08:40;VIA RE FEDERICO altezza del civico 24;1;F;38,121536;13,347176
11/04/2022;12:55;VIA CASTELLANA altezza (inters.) LARGO PALAZZO ADRIANO;2;F;38,125494;13,293722
11/04/2022;13:30;VIA ROCCAZZO intersezione VIA DERNA;1;F;38,121373;13,307379
11/04/2022;16:30;VIA ZAPPA GINO altezza (inters.) VIA PATTI;1;F;38,179222;13,313847
11/04/2022;17:50;VIALE REGIONE SICILIANA altezza ENI BONAGIA CT;2;F;38,087777;13,367195
11/04/2022;18:55;VIA DE SPUCHES GIUSEPPE intersezione con VIA FERRARA FRANCESCO;1;F;;
12/04/2022;02:30;VIA ALOI altezza del civico 45/c;0;C;38,081973;13,353545
12/04/2022;08:45;VIA MESSINA MARINE altezza del civico 105;1;F;38,10758;13,38197
12/04/2022;09:15;VIA DELLA LIBERTA' nr. 56D;0;C;38,135248;13,348775
12/04/2022;09:30;PIAZZA CASTELNUOVO nr. 50;1;F;38,124847;13,354915
12/04/2022;09:30;PIAZZA SETT'ANGELI altezza (inters.) VIA SIMONE DI BOLOGNA;0;C;38,114894;13,356523
12/04/2022;11:45;PIAZZA GIULIO CESARE di fronte Staz. Centr.;1;F;38,110305;13,366267
12/04/2022;12:00;VIA NINA SICILIANA intersezione con VIA DEGLI EMIRI;2;F;38,115107;13,33215
12/04/2022;12:45;VIA CAVOUR CAMILLO intersezione con VIA MAQUEDA;2;F;38,121226;13,357939
12/04/2022;13:30;VIA CUCCIA SIMONE intersezione con VIA DI MARCO DOMENICO;1;F;38,140322;13,344376
12/04/2022;17:15;VIA GIORDANO UMBERTO intersezione con VIA TRAMONTANA;2;F;38,132564;13,340127
12/04/2022;17:30;VIA MONDELLO intersezione con VIA TOLOMEA;2;F;38,206013;13,323967
12/04/2022;18:50;VIA SERRADIFALCO altezza del civico 3;1;F;38,120692;13,340809
12/04/2022;20:00;STRADA STATALE 624 altezza del km 0,7;0;C;38,091502;13,335724
12/04/2022;21:30;VIA SERRADIFALCO di fronte al civico 17;0;C;38,121435;13,340543
12/04/2022;23:40;PIAZZA TREDICI VITTIME altezza DISTRIBUTORE;1;F;38,122863;13,365271
12/04/2022;23:40;PIAZZA TREDICI VITTIME altezza DISTRIBUTORE;0;C;38,12297;13,365062
13/04/2022;00:30;VIA CRISPI FRANCESCO altezza sottopasso;0;C;38,127761;13,36192
13/04/2022;07:50;VIA DELLA LIBERTA' altezza del civico 37/n;1;F;38,128478;13,353205
13/04/2022;09:30;VIA SERGIO PAPA I altezza (spec.) ingr sec v igea;1;F;38,145046;13,369532
13/04/2022;10:40;VIALE REGIONE SICILIANA N.O. altezza del civico 6719;0;C;38,159279;13,313625
13/04/2022;11:10;VIA SCINA' DOMENICO altezza del civico 151;0;C;38,127317;13,358219
13/04/2022;12:00;CORSO CALATAFIMI altezza del civico 331;1;F;38,107154;13,340381
13/04/2022;15:15;VIA BARCA AMILCARE intersezione VIA SPEDALIERI NICOLO';0;C;38,138908;13,36281
13/04/2022;16:30;VIA PARTANNA MONDELLO altezza del civico 120;0;C;38,196185;13,308564
13/04/2022;18:30;VIALE REGIONE SICILIANA N.O. carr. laterale N? CIV.2253;0;C;38,123551;13,329426
14/04/2022;10:40;VIALE REGIONE SICILIANA N.O. altezza 2217;0;C;38,122981;13,329216
14/04/2022;10:45;PIAZZA VERDI GIUSEPPE intersezione con VIA PIGNATELLI ARAGONA;1;F;38,120796;13,356862
14/04/2022;11:45;VIA D'ACQUISTO BENEDETTO intersezione con VIA SAMMARTINO;0;C;38,122892;13,351137
14/04/2022;13:05;VIA COSTA GAETANO altezza del civico 19;1;F;38,092355;13,33616
14/04/2022;14:00;VIALE REGIONE SICILIANA S.E. altezza (spec.) torre bonagia;1;F;38,087852;13,367256
14/04/2022;15:45;VIA PIANO DELL'UCCIARDONE di fronte via Archimede;1;F;38,130911;13,360272
14/04/2022;17:20;PIAZZA EINSTEIN ALBERT altezza (spec.) parco uditore;1;F;38,128769;13,328377
14/04/2022;17:30;VIA SCIUTI GIUSEPPE altezza del civico 81/b;1;F;38,13692;13,340542
14/04/2022;18:10;VIA GARZILLI NICCOLO' intersezione VIA AGRIGENTO;1;F;38,128172;13,351089
14/04/2022;19:15;VIA RUMORE GIUSEPPE altezza del civico 4;2;F;38,081759;13,361554
14/04/2022;20:45;VIA BERGAMO intersezione con VIA ORETO;3;F;38,103899;13,369088
15/04/2022;02:00;VIALE REGIONE SICILIANA N.O. altezza (spec.) Rotonda Belgio;0;C;38,149198;13,327028
15/04/2022;11:40;VIA ZANDONAI RICCARDO intersezione con VIA CILEA FRANCESCO;0;C;38,133569;13,338353
15/04/2022;12:30;VIA SARULLO LUIGI altezza (spec.) 6;0;R;38,123842;13,303123
15/04/2022;14:40;VIA UDITORE altezza (inters.) VIA RICCARDO DA LENTINI;1;F;;
15/04/2022;15:30;PIAZZA CAPONNETTO ANTONINO altezza (spec.) DF CARCERE;1;F;38,135137;13,357767
15/04/2022;15:50;VIA DUCA DELLA VERDURA intersezione con PIAZZA GENTILI ALBERICO;1;F;38,133911;13,35059
15/04/2022;21:10;VIA PARUTA FILIPPO altezza del civico 12 A;0;R;38,095892;13,318884
15/04/2022;22:10;VIA BORRELLI ALFONSO intersezione con VIA CASTRIOTA GIORGIO;1;F;38,130634;13,353764
16/04/2022;09:00;VIA LA MANTIA VITO intersezione VIA ZOPPO DI GANGI;2;F;38,122669;13,346085
16/04/2022;09:30;VIA XX SETTEMBRE intersezione VIA AGRIGENTO;1;F;38,128145;13,351641
16/04/2022;09:50;VIA DELLA LIBERTA' altezza del civico 104;1;F;38,126222;13,354659
16/04/2022;10:00;PIAZZA CASCINO ANTONINO GEN. intersezione VIA RIZZO AMMIRAGLIO;1;F;38,143257;13,357551
16/04/2022;13:10;VIA CAMPOLO GIOVANNI intersezione VIA PACINOTTI ANTONIO;1;F;38,128759;13,3356
16/04/2022;14:50;VIA ARIOSTO LUDOVICO intersezione con VIA VILLA SPERLINGA;0;C;38,13501;13,345784
16/04/2022;15:10;VIA JUVARA ALOISIO altezza del civico 145;1;F;38,141507;13,360525
16/04/2022;17:40;VIA AQUILEIA nr. 82;0;C;38,142814;13,33218
16/04/2022;18:30;SCALA CARINI altezza del civico 18;1;F;38,126862;13,281591
17/04/2022;04:18;CORSO DEI MILLE altezza SCUOLA PIAZZA;0;C;38,108065;13,371269
17/04/2022;09:00;VIA BADIA di fronte al civico 86;0;C;38,138417;13,317173
17/04/2022;12:15;VIA ORETO altezza del civico 344;0;C;38,099843;13,371749
17/04/2022;12:40;VIA SCOBAR CRISTOFARO altezza del civico 1;0;C;38,127373;13,332914
17/04/2022;13:10;VIA VALLA NICCOLO' intersezione VIA ACCARDO MARIANO;2;F;38,12542;13,333061
17/04/2022;16:00;VIALE REGIONE SICILIANA N.O. intersezione SVINCOLO DI SALVO ROSARIO;0;C;38,148597;13,326894
17/04/2022;18:45;VIALE REGIONE SICILIANA carr. centrale sott belgio tp;1;F;38,148597;13,326894
17/04/2022;20:00;VIA SPINUZZA SALVATORE altezza del civico 21;0;C;38,12142;13,360423
17/04/2022;21:50;VIA VANVITELLI LUIGI altezza del civico 34;0;C;38,142822;13,315467
17/04/2022;21:50;VIA VANVITELLI LUIGI altezza del civico 34;0;C;38,142822;13,315467
18/04/2022;03:45;PIAZZA CASTELNUOVO in prossimit? di VIA LIBERTA;1;F;38,124929;13,355443
18/04/2022;16:00;VIA TRABUCCO altezza del civico 180;0;C;38,15632;13,313236
18/04/2022;17:45;VIA NOTARBARTOLO EMANUELE intersezione PIAZZA BOIARDO MATTEO MARIA;0;C;38,132003;13,342698
18/04/2022;19:10;PIAZZALE BOLIVAR SIMON altezza del civico 8/g;2;F;38,189;13,297443
18/04/2022;22:10;VIA DANTE altezza del civico 284;0;C;38,122062;13,34369
18/04/2022;23:00;VIA DELL'ORSA MAGGIORE intersezione VIA DEL CAPRICORNO;0;R;38,09378;13,363554
19/04/2022;07:00;VIALE DEL FANTE intersezione con VIA DEL CARABINIERE;1;F;38,149324;13,342675
19/04/2022;07:25;VIA MESSINA MARINE altezza del civico 745;1;F;38,096765;13,426692
19/04/2022;10:00;VIALE REGIONE SICILIANA N.O. intersezione con VIA PITRE' GIUSEPPE;1;F;38,110525;13,329584
19/04/2022;16:00;VIALE REGIONE SICILIANA N.O. carr. laterale 1542;1;F;38,117204;13,328722
19/04/2022;17:45;VIALE REGIONE SICILIANA S.E. carr. laterale BAR SETTEBELLO;0;C;38,08826;13,34657
19/04/2022;19:00;PIAZZA DON BOSCO altezza del civico 7/C;1;F;38,14447;13,345075
19/04/2022;19:25;VIA NOTARBARTOLO EMANUELE intersezione VIA PETRARCA FRANCESCO;1;F;38,133289;13,348043
20/04/2022;07:10;VIALE LAZIO altezza uff. anagrafe;1;F;38,140508;13,333159
20/04/2022;08:15;VIALE MARCHESE DI VILLABIANCA intersezione con VIA DUCA DELLA VERDURA;4;F;38,134364;13,352359
20/04/2022;13:35;VIA PRINCIPE DI SCORDIA intersezione VIA PRINCIPE DI GRANATELLI;0;C;38,124835;13,360771
20/04/2022;14:50;VIALE LAZIO altezza del civico 126;1;F;38,140406;13,332899
20/04/2022;16:30;VIALE PERTINI SANDRO pressi 710;1;F;38,180533;13,319593
20/04/2022;17:50;CORSO CALATAFIMI intersezione con VIA DRAGO AURELIO;1;F;38,104346;13,333377
20/04/2022;17:52;VIA MESSINA MARINE altezza del civico 49;0;R;38,090713;13,446751
20/04/2022;19:30;VIALE REGIONE SICILIANA carreggiata centrale 3260;1;F;38,132846;13,330043
20/04/2022;22:20;VIA ARCHIMEDE intersezione VIA CORLEO SIMONE;1;F;38,1285;13,354168
21/04/2022;05:00;VIA ACRONE in direzione di Dir. VIA DI STEFANO GIOVANNI;1;F;38,08394;13,40511
21/04/2022;08:45;VIA CAMPOLO GIOVANNI intersezione VIA PACINOTTI ANTONIO;1;F;38,128725;13,335493
21/04/2022;11:30;CORSO CALATAFIMI altezza del civico 1033/G;0;C;38,097587;13,316766
21/04/2022;11:30;CORSO CALATAFIMI altezza del civico 1033/G;0;C;38,097587;13,316766
21/04/2022;14:15;VIALE RIZZOTTO PLACIDO altezza del civico 99;2;F;38,080704;13,360642
21/04/2022;15:30;PIAZZA SCAFFA altezza del civico 15;1;F;38,103528;13,377557
21/04/2022;17:20;VIALE REGIONE SICILIANA in prossimit? di ponte Lazio;1;F;38,139199;13,331168
22/04/2022;02:00;VIA ARCHIMEDE intersezione con VIA BASSI UGO;0;C;38,129281;13,356133
22/04/2022;07:20;VIALE REGIONE SICILIANA altezza ponte Corleone;0;C;38,090087;13,344394
22/04/2022;07:45;VIALE CROCE ROSSA di fronte al civico 40;1;F;38,149046;13,339685
22/04/2022;07:45;VIA BERNINI GIAN LORENZO altezza (inters.) VIA MINEO NICOLO';0;C;38,133162;13,32525
22/04/2022;07:50;VIALE MICHELANGELO altezza del civico 750;1;F;38,137649;13,322126
