"cod_reg","cod_prov","pro_com","comune","ar_kmq","ar_id_p3","ar_id_p2","ar_id_p1","aridp3_p","aridp2_p","aridp1_p","pop_res011","pop_gio","pop_gio_p","pop_adu","pop_adu_p","pop_anz","pop_anz_p","pop_idr_p3","pop_idr_p2","pop_idr_p1","popidp3_p","popidp2_p","popidp1_p","fam_tot","fam_idr_p3","fam_idr_p2","fam_idr_p1","famidp3_p","famidp2_p","famidp1_p","ed_tot","ed_idr_p3","ed_idr_p2","ed_idr_p1","edidp3_p","edidp2_p","edidp1_p","im_tot","im_idr_p3","im_idr_p2","im_idr_p1","imidp3_p","imidp2_p","imidp1_p","n_vir","bbcc_id_p3","bbcc_id_p2","bbcc_id_p1","bbccidp3_p","bbccidp2_p","bbccidp1_p","ar_fr_p4","ar_fr_p3","ar_fr_p2","ar_fr_p1","ar_fr_aa","ar_fr_p3p4","ar_frp4_p","ar_frp3_p","ar_frp2_p","ar_frp1_p","ar_fraa_p","ar_frp3p4p","pop_fr_p4","pop_fr_p3","pop_fr_p2","pop_fr_p1","pop_fr_aa","popfr_p3p4","popfrp4_p","popfrp3_p","popfrp2_p","popfrp1_p","popfraa_p","popfrp3p4p","fam_fr_p4","fam_fr_p3","fam_fr_p2","fam_fr_p1","fam_fr_aa","famfr_p3p4","famfrp4_p","famfrp3_p","famfrp2_p","famfrp1_p","famfraa_p","famfrp3p4p","ed_fr_p4","ed_fr_p3","ed_fr_p2","ed_fr_p1","ed_fr_aa","ed_fr_p3p4","edfrp4_p","edfrp3_p","edfrp2_p","edfrp1_p","edfraa_p","edfrp3p4p","im_fr_p4","im_fr_p3","im_fr_p2","im_fr_p1","im_fr_aa","imfr_p3p4","imfrp4_p","imfrp3_p","imfrp2_p","imfrp1_p","imfraa_p","imfrp3p4p","bbcc_fr_p4","bbcc_fr_p3","bbcc_fr_p2","bbcc_fr_p1","bbcc_fr_aa","bbccfrp3p4","bbccfrp4_p","bbccfrp3_p","bbccfrp2_p","bbccfrp1_p","bbccfraa_p","bbccfrp34p"
20,95,95001,"Abbasanta",39.847,0.194,0.275,0.747,0.487,0.69,1.875,2828,369,13.048,1871,66.16,588,20.792,224,340,368,7.921,12.023,13.013,1125,90,137,147,8,12.178,13.067,1505,100,154,168,6.645,10.233,11.163,215,16,25,27,7.442,11.628,12.558,15,2,6,6,13.333,40,40,0,0,0,0.519,0,0,0,0,0,1.302,0,0,0,0,0,349,0,0,0,0,0,12.341,0,0,0,0,0,138,0,0,0,0,0,12.267,0,0,0,0,0,160,0,0,0,0,0,10.631,0,0,0,0,0,29,0,0,0,0,0,13.488,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,90,90086,"Tergu",36.877,0.182,0.23,0.482,0.494,0.624,1.307,614,76,12.378,382,62.215,156,25.407,10,13,14,1.629,2.117,2.28,268,5,6,6,1.866,2.239,2.239,308,5,7,7,1.623,2.273,2.273,31,1,1,1,3.226,3.226,3.226,4,0,0,0,0,0,0,0.049,3.31,4.071,0.002,0,3.359,0.133,8.976,11.039,0.005,0,9.109,0,13,8,0,0,13,0,2.117,1.303,0,0,2.117,0,6,4,0,0,6,0,2.239,1.493,0,0,2.239,0,6,4,0,0,6,0,1.948,1.299,0,0,1.948,0,1,1,0,0,1,0,3.226,3.226,0,0,3.226,0,0,1,0,0,0,0,0,25,0,0,0
20,111,111047,"Nuraminis",45.179,0.954,1.295,14.39,2.112,2.866,31.851,2606,249,9.555,1773,68.035,584,22.41,206,271,319,7.905,10.399,12.241,1025,78,103,121,7.61,10.049,11.805,1137,89,117,139,7.828,10.29,12.225,126,11,14,17,8.73,11.111,13.492,13,0,0,4,0,0,30.769,0.001,0.009,0.092,3.831,0,0.01,0.002,0.02,0.204,8.48,0,0.022,0,1,0,2579,0,1,0,0.038,0,98.964,0,0.038,0,0,0,1014,0,0,0,0,0,98.927,0,0,0,0,0,1129,0,0,0,0,0,99.296,0,0,0,0,0,114,0,0,0,0,0,90.476,0,0,0,0,0,7,0,0,0,0,0,53.846,0,0
20,111,111091,"Tuili",24.586,0,0.153,0.153,0,0.622,0.622,1062,92,8.663,624,58.757,346,32.58,0,16,16,0,1.507,1.507,455,0,7,7,0,1.538,1.538,670,0,10,10,0,1.493,1.493,60,0,1,1,0,1.667,1.667,23,0,0,0,0,0,0,1.402,0.69,3.064,1.012,0,2.092,5.702,2.806,12.462,4.116,0,8.509,0,0,0,16,0,0,0,0,0,1.507,0,0,0,0,0,6,0,0,0,0,0,1.319,0,0,0,0,0,9,0,0,0,0,0,1.343,0,0,0,0,0,1,0,0,0,0,0,1.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,91,91069,"Osini",39.814,0.876,1.021,1.783,2.2,2.564,4.478,811,89,10.974,488,60.173,234,28.853,1,1,1,0.123,0.123,0.123,411,0,0,1,0,0,0.243,387,1,1,2,0.258,0.258,0.517,33,0,0,0,0,0,0,2,0,0,0,0,0,0,2.074,7.701,13.068,3.398,0,9.775,5.209,19.342,32.823,8.535,0,24.552,0,8,783,6,0,8,0,0.986,96.547,0.74,0,0.986,0,5,393,4,0,5,0,1.217,95.62,0.973,0,1.217,0,7,357,7,0,7,0,1.809,92.248,1.809,0,1.809,0,0,32,0,0,0,0,0,96.97,0,0,0,0,0,2,0,0,0,0,0,100,0,0,0
19,85,85011,"Montedoro",14.533,0,0,0,0,0,0,1643,223,13.573,1017,61.899,403,24.528,0,0,0,0,0,0,689,0,0,0,0,0,0,1550,0,0,0,0,0,0,88,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.084,1.732,0.132,0,0.084,0,0.578,11.918,0.908,0,0.578,0,0,3,0,0,0,0,0,0.183,0,0,0,0,0,2,0,0,0,0,0,0.29,0,0,0,0,0,13,1,0,0,0,0,0.839,0.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,85,85010,"Milena",24.627,0,0,0,0,0,0,3178,358,11.265,2051,64.537,769,24.198,0,0,0,0,0,0,1294,0,0,0,0,0,0,2117,0,0,0,0,0,0,171,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0.356,1.338,0.451,4.932,0.356,0,1.446,5.433,1.831,20.027,1.446,0,21,8,7,13,21,0,0.661,0.252,0.22,0.409,0.661,0,8,3,3,6,8,0,0.618,0.232,0.232,0.464,0.618,0,6,25,6,24,6,0,0.283,1.181,0.283,1.134,0.283,0,0,0,0,3,0,0,0,0,0,1.754,0,0,0,0,0,0,0,0,0,0,0,0,0
19,82,82012,"Bompietro",42.41,0,0,0,0,0,0,1474,161,10.923,808,54.817,505,34.261,0,0,0,0,0,0,767,0,0,0,0,0,0,2047,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119,0.257,2.587,0.362,4.605,0.376,0.281,0.606,6.1,0.854,10.858,0.887,0,0,1,0,0,0,0,0,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0.147,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,85,85019,"Sommatino",34.757,0,0,0,0,0,0,7267,1036,14.256,4782,65.804,1449,19.939,0,0,0,0,0,0,2940,0,0,0,0,0,0,3910,0,0,0,0,0,0,344,0,0,0,0,0,0,3,0,0,0,0,0,0,0.112,0.158,3.071,0.487,0.003,0.27,0.322,0.455,8.836,1.401,0.009,0.777,0,1,69,5,22,1,0,0.014,0.949,0.069,0.303,0.014,0,0,30,2,10,0,0,0,1.02,0.068,0.34,0,1,2,89,7,16,3,0.026,0.051,2.276,0.179,0.409,0.077,0,0,4,0,2,0,0,0,1.163,0,0.581,0,0,0,0,0,0,0,0,0,0,0,0,0
19,82,82015,"Caltavuturo",97.946,0,0,0,0,0,0,4171,509,12.203,2598,62.287,1064,25.509,0,0,0,0,0,0,1868,0,0,0,0,0,0,3268,0,0,0,0,0,0,205,0,0,0,0,0,0,10,0,0,0,0,0,0,0.669,1.361,7.836,3.224,1.772,2.03,0.683,1.39,8,3.292,1.809,2.073,488,1,21,10,1033,489,11.7,0.024,0.503,0.24,24.766,11.724,211,0,10,4,450,211,11.296,0,0.535,0.214,24.09,11.296,419,1,18,9,655,420,12.821,0.031,0.551,0.275,20.043,12.852,10,0,1,1,48,10,4.878,0,0.488,0.488,23.415,4.878,0,0,0,0,3,0,0,0,0,0,30,0
19,82,82022,"Castelbuono",60.786,1.356,1.356,1.361,2.231,2.231,2.239,9161,1184,12.924,5889,64.283,2088,22.792,30,30,30,0.327,0.327,0.327,3947,12,12,12,0.304,0.304,0.304,5381,45,45,45,0.836,0.836,0.836,571,2,2,2,0.35,0.35,0.35,59,0,0,0,0,0,0,0.314,0.88,1.64,0.257,0.02,1.194,0.517,1.448,2.698,0.423,0.033,1.964,3,246,64,112,1,249,0.033,2.685,0.699,1.223,0.011,2.718,1,103,26,44,0,104,0.025,2.61,0.659,1.115,0,2.635,4,114,73,49,1,118,0.074,2.119,1.357,0.911,0.019,2.193,0,13,3,3,0,13,0,2.277,0.525,0.525,0,2.277,0,0,0,0,0,0,0,0,0,0,0,0
19,82,82007,"Balestrate",6.43,0.457,0.457,0.457,7.107,7.107,7.107,6413,886,13.816,4149,64.697,1378,21.488,25,25,25,0.39,0.39,0.39,2661,10,10,10,0.376,0.376,0.376,3429,24,24,24,0.7,0.7,0.7,332,2,2,2,0.602,0.602,0.602,2,0,0,0,0,0,0,0.035,0,0.072,0.005,0.001,0.035,0.544,0,1.12,0.078,0.016,0.544,69,0,13,13,2,69,1.076,0,0.203,0.203,0.031,1.076,31,0,6,6,1,31,1.165,0,0.225,0.225,0.038,1.165,40,0,19,8,1,40,1.167,0,0.554,0.233,0.029,1.167,7,0,0,1,0,7,2.108,0,0,0.301,0,2.108,0,0,1,0,0,0,0,0,50,0,0,0
19,82,82037,"Geraci Siculo",113.347,0.461,0.461,0.461,0.407,0.407,0.407,1925,248,12.883,1119,58.13,558,28.987,0,0,0,0,0,0,893,0,0,0,0,0,0,2379,4,4,4,0.168,0.168,0.168,106,0,0,0,0,0,0,15,0,0,0,0,0,0,0.536,0.784,6.869,0.956,0.377,1.32,0.473,0.692,6.06,0.843,0.333,1.165,211,62,4,761,0,273,10.961,3.221,0.208,39.532,0,14.182,106,26,3,383,0,132,11.87,2.912,0.336,42.889,0,14.782,201,38,34,750,1,239,8.449,1.597,1.429,31.526,0.042,10.046,11,4,1,39,0,15,10.377,3.774,0.943,36.792,0,14.151,0,0,0,13,0,0,0,0,0,86.667,0,0
19,82,82023,"Casteldaccia",33.919,0.582,0.582,0.649,1.716,1.716,1.913,10884,1898,17.438,7161,65.794,1825,16.768,64,64,121,0.588,0.588,1.112,4217,28,28,52,0.664,0.664,1.233,4304,44,44,78,1.022,1.022,1.812,505,2,2,5,0.396,0.396,0.99,2,0,0,0,0,0,0,2.778,0.481,1.71,0.124,0.001,3.259,8.19,1.418,5.041,0.366,0.003,9.608,13,17,20,3,0,30,0.119,0.156,0.184,0.028,0,0.276,6,7,9,1,0,13,0.142,0.166,0.213,0.024,0,0.308,29,41,26,3,0,70,0.674,0.953,0.604,0.07,0,1.626,0,1,1,0,0,1,0,0.198,0.198,0,0,0.198,0,0,0,0,0,0,0,0,0,0,0,0
19,82,82030,"Ciminna",56.421,0,0,0,0,0,0,3845,489,12.718,2384,62.003,972,25.28,0,0,0,0,0,0,1567,0,0,0,0,0,0,3237,0,0,0,0,0,0,153,0,0,0,0,0,0,9,0,0,0,0,0,0,2.72,0.31,3.598,0.636,1.154,3.03,4.821,0.549,6.377,1.127,2.045,5.37,47,456,20,126,68,503,1.222,11.86,0.52,3.277,1.769,13.082,21,199,9,46,31,220,1.34,12.699,0.574,2.936,1.978,14.04,58,535,16,40,87,593,1.792,16.528,0.494,1.236,2.688,18.319,1,12,1,8,1,13,0.654,7.843,0.654,5.229,0.654,8.497,0,6,0,0,1,6,0,66.667,0,0,11.111,66.667
19,82,82047,"Mezzojuso",49.254,0,0,0,0,0,0,3020,464,15.364,1860,61.589,696,23.046,0,0,0,0,0,0,1234,0,0,0,0,0,0,2058,0,0,0,0,0,0,99,0,0,0,0,0,0,3,0,0,0,0,0,0,3.124,0.887,5.245,0.439,0.282,4.011,6.343,1.801,10.649,0.891,0.573,8.144,114,155,194,172,2,269,3.775,5.132,6.424,5.695,0.066,8.907,50,63,80,66,1,113,4.052,5.105,6.483,5.348,0.081,9.157,99,95,125,88,1,194,4.81,4.616,6.074,4.276,0.049,9.427,5,5,6,2,0,10,5.051,5.051,6.061,2.02,0,10.101,0,0,0,0,0,0,0,0,0,0,0,0
19,83,83002,"Alì",15.939,0.075,0.075,0.075,0.471,0.471,0.471,823,104,12.637,531,64.52,188,22.843,133,133,133,16.16,16.16,16.16,386,62,62,62,16.062,16.062,16.062,569,84,84,84,14.763,14.763,14.763,30,3,3,3,10,10,10,23,9,9,9,39.13,39.13,39.13,0.031,0.206,0.877,0.26,0,0.237,0.194,1.292,5.502,1.631,0,1.487,0,72,5,3,0,72,0,8.748,0.608,0.365,0,8.748,0,33,3,1,0,33,0,8.549,0.777,0.259,0,8.549,0,42,3,2,0,42,0,7.381,0.527,0.351,0,7.381,0,2,0,0,0,2,0,6.667,0,0,0,6.667,0,4,0,0,0,4,0,17.391,0,0,0,17.391
19,83,83003,"Alì Terme",6.274,0.053,0.054,0.057,0.845,0.861,0.909,2567,343,13.362,1668,64.979,556,21.66,2,2,2,0.078,0.078,0.078,1138,1,1,1,0.088,0.088,0.088,824,3,3,3,0.364,0.364,0.364,155,0,0,0,0,0,0,3,0,0,0,0,0,0,0.181,0.197,0.012,0.014,0,0.378,2.885,3.14,0.191,0.223,0,6.025,12,6,4,0,0,18,0.467,0.234,0.156,0,0,0.701,6,3,2,0,0,9,0.527,0.264,0.176,0,0,0.791,8,7,1,0,0,15,0.971,0.85,0.121,0,0,1.82,1,0,0,0,0,1,0.645,0,0,0,0,0.645,0,0,0,0,0,0,0,0,0,0,0,0
19,83,83004,"Antillo",43.635,0.698,0.698,0.698,1.6,1.6,1.6,992,132,13.306,582,58.669,278,28.024,707,707,707,71.27,71.27,71.27,488,344,344,344,70.492,70.492,70.492,826,578,578,578,69.976,69.976,69.976,31,21,21,21,67.742,67.742,67.742,1,1,1,1,100,100,100,0.401,0.387,0.929,0.86,0.089,0.788,0.919,0.887,2.129,1.971,0.204,1.806,0,0,80,1,0,0,0,0,8.065,0.101,0,0,0,0,39,1,0,0,0,0,7.992,0.205,0,0,0,0,66,1,0,0,0,0,7.99,0.121,0,0,0,0,2,0,0,0,0,0,6.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,83,83005,"Barcellona Pozzo di Gotto",59.142,5.644,5.658,5.669,9.543,9.567,9.585,41632,6015,14.448,27914,67.049,7703,18.503,13133,13134,13135,31.545,31.548,31.55,16513,5370,5371,5371,32.52,32.526,32.526,14878,3765,3765,3765,25.306,25.306,25.306,2783,1365,1365,1365,49.048,49.048,49.048,76,14,14,14,18.421,18.421,18.421,0.444,0.18,0.773,0.345,0.002,0.624,0.751,0.304,1.307,0.583,0.003,1.055,9,2,31,10,8,11,0.022,0.005,0.074,0.024,0.019,0.026,3,1,12,4,3,4,0.018,0.006,0.073,0.024,0.018,0.024,3,1,19,3,5,4,0.02,0.007,0.128,0.02,0.034,0.027,0,0,1,0,0,0,0,0,0.036,0,0,0,0,0,4,0,0,0,0,0,5.263,0,0,0
19,83,83006,"Basicò",12.069,0,0,0,0,0,0,679,65,9.573,393,57.879,221,32.548,0,0,0,0,0,0,347,0,0,0,0,0,0,961,0,0,0,0,0,0,40,0,0,0,0,0,0,7,0,0,0,0,0,0,0.086,0.307,0.555,0.225,0.038,0.393,0.713,2.544,4.599,1.864,0.315,3.256,0,61,25,1,0,61,0,8.984,3.682,0.147,0,8.984,0,32,12,0,0,32,0,9.222,3.458,0,0,9.222,1,82,25,2,0,83,0.104,8.533,2.601,0.208,0,8.637,0,4,2,0,0,4,0,10,5,0,0,10,0,6,0,0,0,6,0,85.714,0,0,0,85.714
19,83,83040,"Limina",9.992,0.484,0.484,0.484,4.844,4.844,4.844,900,93,10.333,521,57.889,286,31.778,0,0,0,0,0,0,442,0,0,0,0,0,0,981,0,0,0,0,0,0,27,0,0,0,0,0,0,8,0,0,0,0,0,0,0.057,0.121,0.177,0.087,0.111,0.178,0.57,1.211,1.771,0.871,1.111,1.781,0,90,0,7,0,90,0,10,0,0.778,0,10,0,47,0,3,0,47,0,10.633,0,0.679,0,10.633,0,117,0,5,0,117,0,11.927,0,0.51,0,11.927,0,3,0,0,0,3,0,11.111,0,0,0,11.111,0,3,1,0,0,3,0,37.5,12.5,0,0,37.5
19,83,83039,"Librizzi",23.386,0,0,0,0,0,0,1771,210,11.858,1098,61.999,463,26.143,0,0,0,0,0,0,803,0,0,0,0,0,0,1174,0,0,0,0,0,0,90,0,0,0,0,0,0,2,0,0,0,0,0,0,0.365,1.148,3.042,0.941,1.247,1.513,1.561,4.909,13.008,4.024,5.332,6.47,12,358,35,19,39,370,0.678,20.215,1.976,1.073,2.202,20.892,6,179,18,10,17,185,0.747,22.291,2.242,1.245,2.117,23.039,8,325,33,18,22,333,0.681,27.683,2.811,1.533,1.874,28.365,0,22,3,1,2,22,0,24.444,3.333,1.111,2.222,24.444,0,1,0,0,0,1,0,50,0,0,0,50
19,87,87055,"Zafferana Etnea",76.865,0.121,0.121,0.121,0.157,0.157,0.157,9249,1487,16.077,6249,67.564,1513,16.359,91,91,91,0.984,0.984,0.984,3698,38,38,38,1.028,1.028,1.028,4312,54,54,54,1.252,1.252,1.252,596,6,6,6,1.007,1.007,1.007,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,87,87056,"Mazzarrone",34.783,0,0,0,0,0,0,3989,671,16.821,2636,66.082,682,17.097,0,0,0,0,0,0,1468,0,0,0,0,0,0,1731,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,87,87050,"Trecastagni",19.156,0.032,0.032,0.032,0.167,0.167,0.167,10482,1798,17.153,7188,68.575,1496,14.272,2,2,2,0.019,0.019,0.019,4136,1,1,1,0.024,0.024,0.024,4253,3,3,3,0.071,0.071,0.071,694,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0.002,0,0.006,0,0.002,0,0.01,0,0.031,0,0.01,0,10,0,0,0,10,0,0.095,0,0,0,0.095,0,4,0,0,0,4,0,0.097,0,0,0,0.097,0,4,0,0,0,4,0,0.094,0,0,0,0.094,0,1,0,0,0,1,0,0.144,0,0,0,0.144,0,0,0,0,0,0,0,0,0,0,0,0
19,87,87051,"Tremestieri Etneo",6.49,0.004,0.004,0.004,0.062,0.062,0.062,21032,3403,16.18,14250,67.754,3379,16.066,35,35,35,0.166,0.166,0.166,8023,16,16,16,0.199,0.199,0.199,2912,2,2,2,0.069,0.069,0.069,1395,3,3,3,0.215,0.215,0.215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,87,87057,"Maniace",37.7,3.062,3.373,3.373,8.122,8.947,8.947,3671,691,18.823,2536,69.082,444,12.095,535,535,535,14.574,14.574,14.574,1443,206,206,206,14.276,14.276,14.276,1303,185,185,185,14.198,14.198,14.198,127,31,31,31,24.409,24.409,24.409,0,0,0,0,0,0,0,0,0.073,0.746,0.484,0.301,0.073,0,0.194,1.979,1.284,0.798,0.194,0,0,30,0,6,0,0,0,0.817,0,0.163,0,0,0,12,0,3,0,0,0,0.832,0,0.208,0,0,0,11,0,3,0,0,0,0.844,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,87,87058,"Ragalna",39.528,0.355,0.378,0.427,0.898,0.956,1.08,3676,518,14.091,2530,68.825,628,17.084,198,210,238,5.386,5.713,6.474,1632,86,91,104,5.27,5.576,6.373,2823,130,138,157,4.605,4.888,5.561,176,9,9,11,5.114,5.114,6.25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,87,87048,"Santa Venerina",19.026,0.215,0.262,0.396,1.13,1.377,2.081,8351,1255,15.028,5724,68.543,1372,16.429,101,185,491,1.209,2.215,5.88,3073,37,69,186,1.204,2.245,6.053,3954,52,88,219,1.315,2.226,5.539,595,10,17,44,1.681,2.857,7.395,1,0,0,0,0,0,0,0.019,0.029,0,0.005,0,0.048,0.1,0.152,0,0.026,0,0.252,4,14,0,0,0,18,0.048,0.168,0,0,0,0.216,1,5,0,0,0,6,0.033,0.163,0,0,0,0.195,2,10,0,0,0,12,0.051,0.253,0,0,0,0.303,0,1,0,0,0,1,0,0.168,0,0,0,0.168,0,0,0,0,0,0,0,0,0,0,0,0
19,87,87052,"Valverde",5.522,0.116,0.116,0.116,2.101,2.101,2.101,7714,1287,16.684,5341,69.238,1086,14.078,298,298,298,3.863,3.863,3.863,2856,117,117,117,4.097,4.097,4.097,1535,50,50,50,3.257,3.257,3.257,442,28,28,28,6.335,6.335,6.335,3,2,2,2,66.667,66.667,66.667,0.087,0,0.021,0,0,0.087,1.576,0,0.38,0,0,1.576,25,0,45,1,0,25,0.324,0,0.583,0.013,0,0.324,9,0,17,0,0,9,0.315,0,0.595,0,0,0.315,5,0,2,0,0,5,0.326,0,0.13,0,0,0.326,2,0,2,0,0,2,0.452,0,0.452,0,0,0.452,0,0,0,0,0,0,0,0,0,0,0,0
19,83,83029,"Gaggi",7.651,0.569,0.569,0.569,7.437,7.437,7.437,3138,444,14.149,2232,71.128,462,14.723,7,7,7,0.223,0.223,0.223,1348,3,3,3,0.223,0.223,0.223,1441,4,4,4,0.278,0.278,0.278,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,0.815,0.008,0,0.197,0,2.575,10.652,0.105,0,2.575,0,1,12,21,0,1,0,0.032,0.382,0.669,0,0.032,0,1,6,8,0,1,0,0.074,0.445,0.593,0,0.074,0,1,10,3,0,1,0,0.069,0.694,0.208,0,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,90,90047,"Olbia",383.636,12.15,16.366,23.317,3.167,4.266,6.078,53307,8057,15.114,37888,71.075,7362,13.811,14781,16762,20867,27.728,31.444,39.145,22514,6111,6939,8630,27.143,30.821,38.332,17110,3157,3630,4553,18.451,21.216,26.61,5923,1206,1396,1704,20.361,23.569,28.769,63,19,21,23,30.159,33.333,36.508,0,0.038,6.978,8.407,0,0.038,0,0.01,1.819,2.191,0,0.01,0,0,31,809,0,0,0,0,0.058,1.518,0,0,0,0,14,331,0,0,0,0,0.062,1.47,0,0,0,0,26,663,0,0,0,0,0.152,3.875,0,0,0,0,4,157,0,0,0,0,0.068,2.651,0,0,0,0,1,2,0,0,0,0,1.587,3.175,0,0
20,91,91019,"Elini",10.65,0.758,0.915,0.967,7.117,8.592,9.08,550,81,14.727,374,68,95,17.273,17,21,21,3.091,3.818,3.818,204,6,8,8,2.941,3.922,3.922,282,8,10,10,2.837,3.546,3.546,20,1,1,1,5,5,5,1,1,1,1,100,100,100,0,1.685,6.172,2.791,0,1.685,0,15.822,57.953,26.207,0,15.822,0,62,315,173,0,62,0,11.273,57.273,31.455,0,11.273,0,21,118,65,0,21,0,10.294,57.843,31.863,0,10.294,0,23,166,93,0,23,0,8.156,58.865,32.979,0,8.156,0,2,12,7,0,2,0,10,60,35,0,10,0,0,0,1,0,0,0,0,0,100,0,0
20,91,91058,"Onanì",71.97,0.02,0.02,0.02,0.028,0.028,0.028,430,43,10,284,66.047,103,23.953,0,0,0,0,0,0,162,0,0,0,0,0,0,261,0,0,0,0,0,0,18,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6.089,12.839,16.041,0,6.089,0,8.46,17.839,22.288,0,8.46,0,14,67,348,0,14,0,3.256,15.581,80.93,0,3.256,0,5,26,129,0,5,0,3.086,16.049,79.63,0,3.086,0,9,39,211,0,9,0,3.448,14.943,80.843,0,3.448,0,1,3,13,0,1,0,5.556,16.667,72.222,0,5.556,0,1,0,8,0,1,0,11.111,0,88.889,0,11.111
20,111,111106,"Villasor",86.793,11.632,15.196,41.12,13.402,17.508,47.377,6857,779,11.361,4688,68.368,1390,20.271,194,2081,6731,2.829,30.349,98.162,2533,69,780,2494,2.724,30.794,98.46,2479,66,765,2458,2.662,30.859,99.153,312,11,104,300,3.526,33.333,96.154,8,0,0,4,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,90,90089,"Stintino",59.043,3.576,3.679,3.817,6.057,6.231,6.465,1501,144,9.594,1023,68.155,334,22.252,34,37,41,2.265,2.465,2.732,842,20,22,24,2.375,2.613,2.85,1889,36,39,44,1.906,2.065,2.329,207,6,6,7,2.899,2.899,3.382,19,1,1,1,5.263,5.263,5.263,1.841,0.165,10.055,17.854,0,2.006,3.118,0.279,17.03,30.239,0,3.398,2,0,13,61,0,2,0.133,0,0.866,4.064,0,0.133,1,0,5,35,0,1,0.119,0,0.594,4.157,0,0.119,1,0,7,106,0,1,0.053,0,0.371,5.611,0,0.053,0,0,0,7,0,0,0,0,0,3.382,0,0,0,0,0,8,0,0,0,0,0,42.105,0,0
19,81,81021,"Trapani",273.134,1.453,1.453,1.453,0.532,0.532,0.532,69241,10007,14.452,45337,65.477,13897,20.07,361,361,361,0.521,0.521,0.521,27419,125,125,125,0.456,0.456,0.456,15893,163,163,163,1.026,1.026,1.026,5278,12,12,12,0.227,0.227,0.227,109,1,1,1,0.917,0.917,0.917,0,0.077,1.314,0.186,0,0.077,0,0.028,0.481,0.068,0,0.028,0,0,1,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,81,81018,"Salemi",182.421,0,0,0,0,0,0,10871,1450,13.338,6830,62.828,2591,23.834,0,0,0,0,0,0,4641,0,0,0,0,0,0,6169,0,0,0,0,0,0,599,0,0,0,0,0,0,16,0,0,0,0,0,0,0.089,0.284,2.403,0.077,0.048,0.373,0.049,0.156,1.317,0.042,0.026,0.204,0,175,175,29,12,175,0,1.61,1.61,0.267,0.11,1.61,0,80,75,13,5,80,0,1.724,1.616,0.28,0.108,1.724,0,71,183,43,8,71,0,1.151,2.966,0.697,0.13,1.151,0,19,10,3,0,19,0,3.172,1.669,0.501,0,3.172,0,0,0,1,0,0,0,0,0,6.25,0,0
