"cod_reg","cod_prov","pro_com","comune","ar_kmq","ar_id_p3","ar_id_p2","ar_id_p1","aridp3_p","aridp2_p","aridp1_p","pop_res011","pop_gio","pop_gio_p","pop_adu","pop_adu_p","pop_anz","pop_anz_p","pop_idr_p3","pop_idr_p2","pop_idr_p1","popidp3_p","popidp2_p","popidp1_p","fam_tot","fam_idr_p3","fam_idr_p2","fam_idr_p1","famidp3_p","famidp2_p","famidp1_p","ed_tot","ed_idr_p3","ed_idr_p2","ed_idr_p1","edidp3_p","edidp2_p","edidp1_p","im_tot","im_idr_p3","im_idr_p2","im_idr_p1","imidp3_p","imidp2_p","imidp1_p","n_vir","bbcc_id_p3","bbcc_id_p2","bbcc_id_p1","bbccidp3_p","bbccidp2_p","bbccidp1_p","ar_fr_p4","ar_fr_p3","ar_fr_p2","ar_fr_p1","ar_fr_aa","ar_fr_p3p4","ar_frp4_p","ar_frp3_p","ar_frp2_p","ar_frp1_p","ar_fraa_p","ar_frp3p4p","pop_fr_p4","pop_fr_p3","pop_fr_p2","pop_fr_p1","pop_fr_aa","popfr_p3p4","popfrp4_p","popfrp3_p","popfrp2_p","popfrp1_p","popfraa_p","popfrp3p4p","fam_fr_p4","fam_fr_p3","fam_fr_p2","fam_fr_p1","fam_fr_aa","famfr_p3p4","famfrp4_p","famfrp3_p","famfrp2_p","famfrp1_p","famfraa_p","famfrp3p4p","ed_fr_p4","ed_fr_p3","ed_fr_p2","ed_fr_p1","ed_fr_aa","ed_fr_p3p4","edfrp4_p","edfrp3_p","edfrp2_p","edfrp1_p","edfraa_p","edfrp3p4p","im_fr_p4","im_fr_p3","im_fr_p2","im_fr_p1","im_fr_aa","imfr_p3p4","imfrp4_p","imfrp3_p","imfrp2_p","imfrp1_p","imfraa_p","imfrp3p4p","bbcc_fr_p4","bbcc_fr_p3","bbcc_fr_p2","bbcc_fr_p1","bbcc_fr_aa","bbccfrp3p4","bbccfrp4_p","bbccfrp3_p","bbccfrp2_p","bbccfrp1_p","bbccfraa_p","bbccfrp34p"
2,7,7049,"Pollein",15.33,1.411,2.446,4.154,9.204,15.956,27.097,1531,231,15.088,1060,69.236,240,15.676,71,396,1390,4.637,25.865,90.79,662,30,165,598,4.532,24.924,90.332,504,28,123,446,5.556,24.405,88.492,174,10,35,150,5.747,20.115,86.207,0,0,0,0,0,0,0,5.342,3.754,4.042,0,0,9.096,34.847,24.488,26.367,0,0,59.335,67,364,766,0,0,431,4.376,23.775,50.033,0,0,28.152,28,151,332,0,0,179,4.23,22.81,50.151,0,0,27.039,25,101,243,0,0,126,4.96,20.04,48.214,0,0,25,5,29,46,0,0,34,2.874,16.667,26.437,0,0,19.54,0,0,0,0,0,0,0,0,0,0,0,0
6,30,30042,"Forni di Sotto",93.594,3.27,3.354,3.361,3.494,3.584,3.591,620,63,10.161,385,62.097,172,27.742,24,26,34,3.871,4.194,5.484,327,13,14,18,3.976,4.281,5.505,523,22,24,30,4.207,4.589,5.736,45,2,2,3,4.444,4.444,6.667,8,0,0,0,0,0,0,1.922,0.061,0.015,0,0,1.983,2.054,0.065,0.016,0,0,2.119,15,2,0,0,0,17,2.419,0.323,0,0,0,2.742,8,1,0,0,0,9,2.446,0.306,0,0,0,2.752,14,2,0,0,0,16,2.677,0.382,0,0,0,3.059,1,0,0,0,0,1,2.222,0,0,0,0,2.222,0,0,0,0,0,0,0,0,0,0,0,0
6,30,30043,"Gemona del Friuli",56.057,3.007,4.205,5.104,5.364,7.501,9.105,11141,1368,12.279,7057,63.343,2716,24.378,203,206,312,1.822,1.849,2.8,4808,89,91,135,1.851,1.893,2.808,4015,70,71,114,1.743,1.768,2.839,845,23,24,30,2.722,2.84,3.55,67,1,1,1,1.493,1.493,1.493,2.405,0.316,0,0.002,0,2.721,4.29,0.564,0,0.004,0,4.854,67,21,0,0,0,88,0.601,0.188,0,0,0,0.79,29,9,0,0,0,38,0.603,0.187,0,0,0,0.79,16,5,0,0,0,21,0.399,0.125,0,0,0,0.523,4,1,0,0,0,5,0.473,0.118,0,0,0,0.592,4,0,0,0,0,4,5.97,0,0,0,0,5.97
1,6,6061,"Conzano",11.612,0.511,0.845,1.222,4.401,7.277,10.524,1015,136,13.399,646,63.645,233,22.956,7,10,16,0.69,0.985,1.576,430,3,4,6,0.698,0.93,1.395,469,4,6,8,0.853,1.279,1.706,47,0,0,1,0,0,2.128,4,0,0,0,0,0,0,0.022,0.02,0,0,0,0.042,0.189,0.172,0,0,0,0.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,6035,"Carrosio",6.923,0.3,0.464,0.515,4.333,6.702,7.439,481,55,11.435,307,63.825,119,24.74,6,10,53,1.247,2.079,11.019,258,3,5,29,1.163,1.938,11.24,281,4,6,34,1.423,2.135,12.1,25,0,1,2,0,4,8,3,1,1,1,33.333,33.333,33.333,0,0.552,0,0,0,0.552,0,7.973,0,0,0,7.973,0,2,0,0,0,2,0,0.416,0,0,0,0.416,0,1,0,0,0,1,0,0.388,0,0,0,0.388,0,4,0,0,0,4,0,1.423,0,0,0,1.423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,6003,"Alessandria",203.566,34.441,36.279,67.922,16.919,17.822,33.366,89411,10671,11.935,56370,63.046,22370,25.019,644,667,21311,0.72,0.746,23.835,40997,278,288,9943,0.678,0.702,24.253,19627,283,292,4302,1.442,1.488,21.919,8121,69,72,2915,0.85,0.887,35.895,136,12,12,67,8.824,8.824,49.265,0,0.546,0,0,0,0.546,0,0.268,0,0,0,0.268,0,55,0,0,0,55,0,0.062,0,0,0,0.062,0,25,0,0,0,25,0,0.061,0,0,0,0.061,0,21,0,0,0,21,0,0.107,0,0,0,0.107,0,3,0,0,0,3,0,0.037,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0
6,30,30122,"Torreano",34.99,1.176,1.225,4.02,3.361,3.501,11.489,2213,253,11.432,1418,64.076,542,24.492,134,134,1124,6.055,6.055,50.791,1003,61,61,503,6.082,6.082,50.15,1021,59,59,461,5.779,5.779,45.152,133,9,9,66,6.767,6.767,49.624,7,0,0,2,0,0,28.571,0.755,0.041,0.147,0,0,0.796,2.158,0.117,0.42,0,0,2.275,22,0,0,0,0,22,0.994,0,0,0,0,0.994,10,0,0,0,0,10,0.997,0,0,0,0,0.997,10,0,0,0,0,10,0.979,0,0,0,0,0.979,1,0,0,0,0,1,0.752,0,0,0,0,0.752,0,0,0,0,0,0,0,0,0,0,0,0
6,30,30083,"Premariacco",39.885,1.688,1.706,2.11,4.232,4.277,5.29,4187,569,13.59,2832,67.638,786,18.772,100,100,327,2.388,2.388,7.81,1673,41,41,139,2.451,2.451,8.308,1292,34,35,95,2.632,2.709,7.353,325,7,7,24,2.154,2.154,7.385,10,1,1,2,10,10,20,0.015,0.037,0.002,0,0,0.052,0.038,0.093,0.005,0,0,0.13,2,7,0,0,0,9,0.048,0.167,0,0,0,0.215,1,3,0,0,0,4,0.06,0.179,0,0,0,0.239,0,3,0,0,0,3,0,0.232,0,0,0,0.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,7051,"Pontey",15.753,0.675,1.525,2.449,4.285,9.681,15.546,818,122,14.914,551,67.359,145,17.726,54,152,778,6.601,18.582,95.11,373,25,70,354,6.702,18.767,94.906,403,28,79,385,6.948,19.603,95.533,48,6,14,36,12.5,29.167,75,1,0,0,0,0,0,0,0.328,10.777,1.903,0,0,11.105,2.082,68.412,12.08,0,0,70.495,7,81,204,0,0,88,0.856,9.902,24.939,0,0,10.758,3,36,92,0,0,39,0.804,9.651,24.665,0,0,10.456,3,41,102,0,0,44,0.744,10.174,25.31,0,0,10.918,1,11,9,0,0,12,2.083,22.917,18.75,0,0,25,0,1,0,0,0,1,0,100,0,0,0,100
3,12,12020,"Brezzo di Bedero",9.954,3.861,3.877,3.9,38.788,38.949,39.18,1185,188,15.865,761,64.219,236,19.916,10,14,20,0.844,1.181,1.688,508,4,6,8,0.787,1.181,1.575,1144,10,14,19,0.874,1.224,1.661,60,0,1,1,0,1.667,1.667,5,0,0,0,0,0,0,0.065,0,0.001,0,0,0.065,0.653,0,0.01,0,0,0.653,3,0,0,0,0,3,0.253,0,0,0,0,0.253,1,0,0,0,0,1,0.197,0,0,0,0,0.197,2,0,0,0,0,2,0.175,0,0,0,0,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,13,13013,"Asso",6.511,0.003,0.052,0.268,0.046,0.799,4.116,3625,528,14.566,2403,66.29,694,19.145,0,52,675,0,1.434,18.621,1486,0,20,267,0,1.346,17.968,898,0,12,99,0,1.336,11.024,221,0,3,41,0,1.357,18.552,19,0,0,2,0,0,10.526,0.143,0.194,0.402,0,0,0.337,2.196,2.98,6.174,0,0,5.176,18,65,756,0,0,83,0.497,1.793,20.855,0,0,2.29,7,26,298,0,0,33,0.471,1.75,20.054,0,0,2.221,5,16,115,0,0,21,0.557,1.782,12.806,0,0,2.339,1,4,46,0,0,5,0.452,1.81,20.814,0,0,2.262,0,0,2,0,0,0,0,0,10.526,0,0,0
3,13,13015,"Barni",5.716,0,0,0.136,0,0,2.379,597,76,12.73,421,70.519,100,16.75,0,0,11,0,0,1.843,285,0,0,5,0,0,1.754,274,0,0,5,0,0,1.825,39,0,0,1,0,0,2.564,5,0,0,2,0,0,40,0.346,0.287,0.098,0,0,0.633,6.053,5.021,1.714,0,0,11.074,1,1,10,0,0,2,0.168,0.168,1.675,0,0,0.335,1,0,5,0,0,1,0.351,0,1.754,0,0,0.351,1,0,5,0,0,1,0.365,0,1.825,0,0,0.365,0,0,1,0,0,0,0,0,2.564,0,0,0,0,0,2,0,0,0,0,0,40,0,0,0
2,7,7056,"Rhêmes-Saint-Georges",36.339,5.966,6.081,6.162,16.418,16.734,16.957,196,28,14.286,117,59.694,51,26.02,12,18,54,6.122,9.184,27.551,92,5,8,24,5.435,8.696,26.087,266,14,20,61,5.263,7.519,22.932,12,1,2,3,8.333,16.667,25,4,3,3,3,75,75,75,24.615,10.801,0.782,0,0,35.416,67.737,29.723,2.152,0,0,97.46,13,17,157,0,0,30,6.633,8.673,80.102,0,0,15.306,6,7,75,0,0,13,6.522,7.609,81.522,0,0,14.13,23,24,210,0,0,47,8.647,9.023,78.947,0,0,17.669,2,2,8,0,0,4,16.667,16.667,66.667,0,0,33.333,3,0,1,0,0,3,75,0,25,0,0,75
3,13,13025,"Blessagno",3.56,0,0,0,0,0,0,284,39,13.732,190,66.901,55,19.366,0,0,0,0,0,0,132,0,0,0,0,0,0,244,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0.13,0.002,0.167,0,0,0.132,3.652,0.056,4.691,0,0,3.708,0,0,1,0,0,0,0,0,0.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.41,0,0.41,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,4209,"Sanfront",39.709,2.776,2.953,3.376,6.991,7.437,8.502,2530,322,12.727,1572,62.134,636,25.138,172,393,694,6.798,15.534,27.431,1107,71,165,297,6.414,14.905,26.829,1514,73,158,293,4.822,10.436,19.353,205,12,35,68,5.854,17.073,33.171,6,0,4,5,0,66.667,83.333,2.455,0.714,0.417,0,0,3.169,6.182,1.798,1.05,0,0,7.981,3,223,301,0,0,226,0.119,8.814,11.897,0,0,8.933,1,94,132,0,0,95,0.09,8.491,11.924,0,0,8.582,3,89,134,0,0,92,0.198,5.878,8.851,0,0,6.077,0,23,33,0,0,23,0,11.22,16.098,0,0,11.22,0,4,1,0,0,4,0,66.667,16.667,0,0,66.667
1,5,5065,"Mombaruzzo",22.397,0.67,0.997,1.35,2.991,4.451,6.028,1153,121,10.494,685,59.41,347,30.095,18,32,70,1.561,2.775,6.071,522,8,15,34,1.533,2.874,6.513,861,10,17,36,1.161,1.974,4.181,72,1,2,3,1.389,2.778,4.167,12,0,0,0,0,0,0,0.14,0.289,0,0,0,0.429,0.625,1.29,0,0,0,1.915,3,5,0,0,0,8,0.26,0.434,0,0,0,0.694,1,2,0,0,0,3,0.192,0.383,0,0,0,0.575,2,3,0,0,0,5,0.232,0.348,0,0,0,0.581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,5066,"Mombercelli",14.232,0.755,0.905,1.288,5.305,6.359,9.05,2343,303,12.932,1451,61.929,589,25.139,90,106,213,3.841,4.524,9.091,1032,39,46,94,3.779,4.457,9.109,978,33,40,69,3.374,4.09,7.055,179,10,11,21,5.587,6.145,11.732,10,2,2,3,20,20,30,0.117,0.425,0,0,0,0.542,0.822,2.986,0,0,0,3.808,7,28,0,0,0,35,0.299,1.195,0,0,0,1.494,3,12,0,0,0,15,0.291,1.163,0,0,0,1.453,4,13,0,0,0,17,0.409,1.329,0,0,0,1.738,0,2,0,0,0,2,0,1.117,0,0,0,1.117,0,0,0,0,0,0,0,0,0,0,0,0
1,4,4242,"Vicoforte",25.736,0.458,0.464,0.506,1.78,1.803,1.966,3167,440,13.893,1981,62.551,746,23.555,33,35,53,1.042,1.105,1.674,1389,14,14,24,1.008,1.008,1.728,1145,10,10,23,0.873,0.873,2.009,238,2,2,3,0.84,0.84,1.261,10,0,0,0,0,0,0,0.3,2.862,0.071,0,0,3.162,1.166,11.121,0.276,0,0,12.286,10,115,22,0,0,125,0.316,3.631,0.695,0,0,3.947,4,48,12,0,0,52,0.288,3.456,0.864,0,0,3.744,4,42,14,0,0,46,0.349,3.668,1.223,0,0,4.017,1,9,1,0,0,10,0.42,3.782,0.42,0,0,4.202,0,0,0,0,0,0,0,0,0,0,0,0
1,4,4243,"Vignolo",7.942,0.5,0.619,0.712,6.296,7.794,8.965,2487,455,18.295,1641,65.983,391,15.722,31,38,150,1.246,1.528,6.031,988,11,14,63,1.113,1.417,6.377,1051,13,16,85,1.237,1.522,8.088,140,1,2,11,0.714,1.429,7.857,1,0,0,0,0,0,0,0.022,0.33,0.085,0,0,0.352,0.277,4.155,1.07,0,0,4.432,0,6,110,0,0,6,0,0.241,4.423,0,0,0.241,0,3,49,0,0,3,0,0.304,4.96,0,0,0.304,0,3,68,0,0,3,0,0.285,6.47,0,0,0.285,0,1,9,0,0,1,0,0.714,6.429,0,0,0.714,0,0,0,0,0,0,0,0,0,0,0,0
1,6,6025,"Cabella Ligure",46.633,1.101,1.13,1.232,2.361,2.423,2.642,554,42,7.581,286,51.625,226,40.794,23,53,99,4.152,9.567,17.87,338,14,32,59,4.142,9.467,17.456,987,23,47,84,2.33,4.762,8.511,53,3,6,11,5.66,11.321,20.755,3,0,2,2,0,66.667,66.667,2.259,17.777,0,0,0,20.036,4.844,38.121,0,0,0,42.965,94,269,0,0,0,363,16.968,48.556,0,0,0,65.523,60,164,0,0,0,224,17.751,48.521,0,0,0,66.272,314,442,0,0,0,756,31.814,44.782,0,0,0,76.596,5,26,0,0,0,31,9.434,49.057,0,0,0,58.491,0,2,0,0,0,2,0,66.667,0,0,0,66.667
8,35,35005,"Boretto",18.094,4.834,17.986,18.102,26.716,99.403,100.044,5263,779,14.801,3451,65.571,1033,19.628,255,5145,5263,4.845,97.758,100,2055,101,2009,2055,4.915,97.762,100,1470,77,1431,1470,5.238,97.347,100,342,14,337,342,4.094,98.538,100,138,6,140,140,4.348,101.449,101.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,6007,"Altavilla Monferrato",11.328,0.163,0.202,0.209,1.439,1.783,1.845,497,61,12.274,274,55.131,162,32.596,0,0,0,0,0,0,246,0,0,0,0,0,0,401,0,0,0,0,0,0,31,0,0,0,0,0,0,6,0,0,0,0,0,0,0.041,0,0,0,0,0.041,0.362,0,0,0,0,0.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,6191,"Cassano Spinola",17.126,2.955,3.666,4.65,17.254,21.406,27.152,1965,216,10.992,1194,60.763,555,28.244,36,125,128,1.832,6.361,6.514,932,16,60,62,1.717,6.438,6.652,813,17,57,62,2.091,7.011,7.626,129,5,9,12,3.876,6.977,9.302,8,0,0,0,0,0,0,0.444,0.898,0,0,0,1.342,2.593,5.243,0,0,0,7.836,7,3,0,0,0,10,0.356,0.153,0,0,0,0.509,3,1,0,0,0,4,0.322,0.107,0,0,0,0.429,4,3,0,0,0,7,0.492,0.369,0,0,0,0.861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,35,35006,"Brescello",24.038,5.547,23.956,24.049,23.076,99.659,100.046,5546,853,15.38,3642,65.669,1051,18.951,108,5437,5546,1.947,98.035,100,2176,40,2131,2176,1.838,97.932,100,1706,38,1664,1706,2.227,97.538,100,440,10,432,440,2.273,98.182,100,284,41,286,286,14.437,100.704,100.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,63,63070,"San Sebastiano al Vesuvio",2.639,0.002,0.002,0.002,0.076,0.076,0.076,9167,1518,16.559,6257,68.256,1392,15.185,0,0,0,0,0,0,3106,0,0,0,0,0,0,1142,0,0,0,0,0,0,706,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0.063,0.035,0.294,0,0.063,0,2.387,1.326,11.141,0,2.387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.088,0,0,0,0,0,6,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,30,30120,"Terzo d'Aquileia",28.36,5.781,7.493,26.202,20.384,26.421,92.391,2881,394,13.676,1830,63.52,657,22.805,92,132,1316,3.193,4.582,45.679,1213,37,50,530,3.05,4.122,43.693,687,27,36,321,3.93,5.24,46.725,142,5,6,59,3.521,4.225,41.549,11,0,0,9,0,0,81.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,30,30121,"Tolmezzo",64.623,5.709,7.486,10.128,8.834,11.584,15.672,10570,1357,12.838,6853,64.834,2360,22.327,150,195,866,1.419,1.845,8.193,4676,60,79,357,1.283,1.689,7.635,2610,46,61,255,1.762,2.337,9.77,1019,20,28,88,1.963,2.748,8.636,66,1,1,1,1.515,1.515,1.515,3.782,0.641,0.968,0.025,0,4.423,5.852,0.992,1.498,0.039,0,6.844,150,57,35,14,0,207,1.419,0.539,0.331,0.132,0,1.958,71,28,20,6,0,99,1.518,0.599,0.428,0.128,0,2.117,45,36,32,5,0,81,1.724,1.379,1.226,0.192,0,3.103,47,1,0,0,0,48,4.612,0.098,0,0,0,4.711,0,0,0,0,0,0,0,0,0,0,0,0
1,6,6008,"Alzano Scrivia",2.127,0.45,0.606,2.129,21.157,28.491,100.094,380,43,11.316,256,67.368,81,21.316,10,99,380,2.632,26.053,100,167,4,42,167,2.395,25.15,100,160,4,39,160,2.5,24.375,100,27,3,6,27,11.111,22.222,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,6010,"Avolasca",12.238,0,0.398,0.398,0,3.252,3.252,306,42,13.725,163,53.268,101,33.007,0,14,14,0,4.575,4.575,153,0,7,7,0,4.575,4.575,409,0,16,16,0,3.912,3.912,13,0,1,1,0,7.692,7.692,0,0,0,0,0,0,0,2.508,0.687,0,0,0,3.195,20.494,5.614,0,0,0,26.107,55,9,0,0,0,64,17.974,2.941,0,0,0,20.915,27,5,0,0,0,32,17.647,3.268,0,0,0,20.915,69,18,0,0,0,87,16.87,4.401,0,0,0,21.271,1,0,0,0,0,1,7.692,0,0,0,0,7.692,0,0,0,0,0,0,0,0,0,0,0,0
1,6,6036,"Cartosio",16.341,0.711,0.917,1.412,4.351,5.612,8.641,811,108,13.317,427,52.651,276,34.032,14,20,44,1.726,2.466,5.425,416,7,10,23,1.683,2.404,5.529,858,19,24,56,2.214,2.797,6.527,49,1,1,1,2.041,2.041,2.041,4,0,0,0,0,0,0,0,0.311,0,0,0,0.311,0,1.903,0,0,0,1.903,0,6,0,0,0,6,0,0.74,0,0,0,0.74,0,3,0,0,0,3,0,0.721,0,0,0,0.721,0,8,0,0,0,8,0,0.932,0,0,0,0.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,6004,"Alfiano Natta",13.159,0.145,0.145,0.164,1.102,1.102,1.246,754,89,11.804,436,57.825,229,30.371,2,2,12,0.265,0.265,1.592,351,1,1,4,0.285,0.285,1.14,598,1,1,7,0.167,0.167,1.171,38,0,0,0,0,0,0,3,0,0,0,0,0,0,0.167,0.982,0,0,0,1.149,1.269,7.463,0,0,0,8.732,0,29,0,0,0,29,0,3.846,0,0,0,3.846,0,15,0,0,0,15,0,4.274,0,0,0,4.274,1,26,0,0,0,27,0.167,4.348,0,0,0,4.515,0,1,0,0,0,1,0,2.632,0,0,0,2.632,0,0,0,0,0,0,0,0,0,0,0,0
2,7,7050,"Pontboset",33.56,0.329,2.67,2.703,0.98,7.956,8.054,195,17,8.718,123,63.077,55,28.205,35,42,53,17.949,21.538,27.179,115,22,26,33,19.13,22.609,28.696,196,34,43,62,17.347,21.939,31.633,14,3,4,4,21.429,28.571,28.571,0,0,0,0,0,0,0,0.187,0.012,0.006,0,0,0.199,0.557,0.036,0.018,0,0,0.593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.51,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,7052,"Pont-Saint-Martin",6.922,0.199,0.459,1.048,2.875,6.631,15.14,4005,538,13.433,2599,64.894,868,21.673,114,206,987,2.846,5.144,24.644,1806,52,91,436,2.879,5.039,24.142,934,23,50,206,2.463,5.353,22.056,453,13,21,95,2.87,4.636,20.971,6,0,0,0,0,0,0,1.411,2.893,0.967,0,0,4.304,20.384,41.794,13.97,0,0,62.179,68,340,730,0,0,408,1.698,8.489,18.227,0,0,10.187,32,158,337,0,0,190,1.772,8.749,18.66,0,0,10.52,26,127,239,0,0,153,2.784,13.597,25.589,0,0,16.381,14,49,106,0,0,63,3.091,10.817,23.4,0,0,13.907,0,4,2,0,0,4,0,66.667,33.333,0,0,66.667
8,36,36036,"San Cesario sul Panaro",27.31,4.458,19.134,20.756,16.324,70.062,76.001,6117,854,13.961,3984,65.13,1279,20.909,335,4571,5524,5.477,74.726,90.306,2555,131,1868,2310,5.127,73.112,90.411,1268,77,989,1125,6.073,77.997,88.722,489,18,403,439,3.681,82.413,89.775,27,3,32,32,11.111,118.519,118.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,36,36042,"Serramazzoni",93.96,0.523,0.878,0.936,0.557,0.934,0.996,8014,1156,14.425,5330,66.509,1528,19.067,11,18,28,0.137,0.225,0.349,3560,5,8,12,0.14,0.225,0.337,3374,7,10,15,0.207,0.296,0.445,642,1,1,1,0.156,0.156,0.156,25,0,0,0,0,0,0,6.609,12.616,0.354,0,0,19.225,7.034,13.427,0.377,0,0,20.461,283,701,6,0,0,984,3.531,8.747,0.075,0,0,12.279,130,310,3,0,0,440,3.652,8.708,0.084,0,0,12.36,123,351,4,0,0,474,3.646,10.403,0.119,0,0,14.049,26,45,1,0,0,71,4.05,7.009,0.156,0,0,11.059,1,5,0,0,0,6,4,20,0,0,0,24
3,13,13187,"Ponna",5.811,0,0,0,0,0,0,267,25,9.363,163,61.049,79,29.588,0,0,0,0,0,0,128,0,0,0,0,0,0,291,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0.002,0.026,0.116,0,0,0.028,0.034,0.447,1.996,0,0,0.482,0,0,4,0,0,0,0,0,1.498,0,0,0,0,0,2,0,0,0,0,0,1.563,0,0,0,0,0,5,0,0,0,0,0,1.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,0,0,0
13,66,66069,"Pescina",48.794,2.643,6.66,8.112,5.417,13.649,16.625,4264,452,10.6,2770,64.962,1042,24.437,84,84,84,1.97,1.97,1.97,1808,34,34,34,1.881,1.881,1.881,2649,64,65,65,2.416,2.454,2.454,254,4,4,4,1.575,1.575,1.575,21,0,0,0,0,0,0,9.537,0.151,0,0.068,6.776,9.688,19.545,0.309,0,0.139,13.887,19.855,767,0,0,0,688,767,17.988,0,0,0,16.135,17.988,315,0,0,0,298,315,17.423,0,0,0,16.482,17.423,565,0,0,0,536,565,21.329,0,0,0,20.234,21.329,34,0,0,0,59,34,13.386,0,0,0,23.228,13.386,9,0,0,0,4,9,42.857,0,0,0,19.048,42.857
1,5,5037,"Cessole",11.778,0.751,1.241,1.259,6.376,10.537,10.689,420,54,12.857,214,50.952,152,36.19,25,49,52,5.952,11.667,12.381,195,12,23,25,6.154,11.795,12.821,296,16,33,35,5.405,11.149,11.824,38,1,3,4,2.632,7.895,10.526,1,0,0,0,0,0,0,0.088,0.661,0,0,0,0.749,0.747,5.612,0,0,0,6.359,3,11,0,0,0,14,0.714,2.619,0,0,0,3.333,2,4,0,0,0,6,1.026,2.051,0,0,0,3.077,2,10,0,0,0,12,0.676,3.378,0,0,0,4.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,5038,"Chiusano d'Asti",2.417,0.089,0.089,0.09,3.682,3.682,3.724,226,31,13.717,135,59.735,60,26.549,1,1,1,0.442,0.442,0.442,109,0,0,0,0,0,0,158,0,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0.063,0.035,0,0,0,0.098,2.607,1.448,0,0,0,4.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
